text_idx,sentence_idx,verb,sentence,verb_idx,label
,,have,and you 've had good health and everything .,3,0
,,say,"miranda said that the aircraft was an extension of her arms and her fingertips , outspread in flight .",1,0
,,attempt,"drawing on north american experience , the commission concluded that poor management was an important contributory factor to new york 's problems , and attempted to apply the same lessons here ( p. 2 ) .",24,0
,,prior,in law there was no doubt that mrs bujok was entitled to commence proceedings without prior notice of the state of the dwelling to the council .,15,0
,,embody,"there is no place there for the values the tehuana dress embodies , its folds are given meaning by kahlo 's search for a cultural identity .",11,0
,,define,"of course , one can not be adamant about whether they merit the label murder , because that is a question of defining the line between murder and manslaughter , which is not susceptible of any precise resolution .",22,0
,,download,you can download it .,2,0
,,solve,if i succeed it will solve a lot of the mystery of what 's been done on titron .,5,0
,,come,"the trees had come up beside it in the twenty-five years since the railway had closed , and the boy stopped every now and then to watch small birds hopping around the top branches .",3,0
,,new,"the storm was abating rapidly , the evening sky clearing in the west with the golden rays of the setting sun adding a new colour to the sullen slate blue water .",23,0
,,pay,"if the owner is abroad , the agent will also pay tax at the standard rate of 25 per cent , which will be deducted from your monthly rent cheque .",10,0
,,start,"anyone can start up a letting agency , says david galsworthy , vice president of the national association of estate agents .",2,0
,,find,"none of it , if he could find it .",7,0
,,'s,"it 's one , two , three , four",1,0
,,make,a lot of the argument among the authorities on these animals is about the equivalence or otherwise of certain bones in dinosaurs and bird skeletons ( and particularly the jurassic bird archaeopteryx ) ; this make for rather dry reading for the layman .,35,0
,,cause,"even in crimes of violence which cause some permanent physical disfigurement or psychological effects , the victim retains his or her life and , therefore , the possibility of further pleasures and achievements , whereas death is final .",6,0
,,report,"however , the city had been reporting bad figures and the shares rose 15p to 239p .",6,0
,,provide,the account he provided just after his release was that the threat had been that a british soldier might accidentally shoot one of the women .,3,0
,,do,i do n't think you can do things the way i see them .,6,0
,,'re,"yeah , we 're out of pints again tonight .",3,0
,,say,"the sediments themselves say much about the environment of deposition , as was shown in chapter 3 .",3,0
,,mortgage,"it is also guaranteeing mortgages at 1 per cent below the normal interest rate , for endowment or mortgage policies , on several of the houses up for sale , an interesting and innovative service for would-be bidders ( mortgage surveys will already have been undertaken for these houses ) .",18,0
,,jump,they did n't want the yanks jumping in and screwing up in an attempt to force the issue .,6,0
,,distribute,"in one of several intifada leaflets written in hebrew and distributed to the israeli soldiers on duty in the occupied territories , the message was repeated : soldier , go home .",10,0
,,Inter,Inter with these images are subtler references to the metaphorical borderlines which separate latin american culture from that of europe and north america .,0,0
,,reiterate,mr kinnock intends to reiterate his conviction that labour is in a position to win in his keynote speech tomorrow .,4,0
,,distinguish,"if you should stroll into a pub and meet an analyst and a user talking about work , and you can not distinguish one from the other , they have probably developed a successful system together .",22,0
,,perform,"such language focused attention on the individuals or groups who were breaking the law , performing criminal acts , and threatening the interests of the law-abiding majority .",15,0
,,in,frederica and alexander in a discussion of natural supernaturalism .,3,0
,,for,bristol and west property services ( 0272 294271 ) has produced a brochure for all eight west country auctions .,13,0
,,switch,it is also desirable to have the possibility of switching staff between design and operational duties .,9,0
,,shake,faith in sir david 's leadership was shaken .,7,0
,,run,this should be followed by a separate section on how to set the system up in the first place and how to check that it is running properly .,26,0
,,receive,"in addition , agents may receive slightly more commission than usual for a successful sale .",5,0
,,make,"the aim of this article is to challenge the assertion made in the white paper crime , justice and protecting the public ( home office , 1990a ) that probation practice can be conceived of as a form of punishment in the community .",10,0
,,come,"given the already appalling and growing rate of homelessness and lack of hostel facilities in london , when more people than ever will not only have to endure the freezing nights of the coming winter on the streets , but perhaps permanent homelessness , it was terrible to see the situation being exploited for a joke by your advertisement : just the thing now the evenings are coming in .",67,0
,,hungry,"to quench is more than to refresh although our hungry , lascivious eyes tell us the two are the same .",9,0
,,interpol,if punishment is interpol into the probation glossary it will inevitably influence the sort of practice the service undertakes .,3,0
,,have,many developers use business analysts to ensure that the development team has a proper focus on business requirements .,11,0
,,do,"a second important difference is that if he misses his place in a routine he will be totally lost , whereas if he happens to go in the wrong direction while using a map he is still able to do whatever correction is necessary .",39,0
,,embed,"the specimen is embedded in a hard claystone nodule , which preserved the leaflets in relief .",3,0
,,integrate,the others were eventually released and integrated into the democratic republic .,6,0
,,along,"an old woman , along with a sound guide , became quite excited and pulled at the arm of another .",4,0
,,be,yeah well she 's sort of with the third year and will be she 's so fed up !,12,0
,,describe,"urban ii , describing the first crusade at clermont in 1095 , presented it as a natural evolution of the peace movement : warriors were to forget their petty feuds and squabbles in a campaign to promote the interests of holy church .",3,0
,,go,somebody was looking after me cos i should n't have gone out and i did .,10,0
,,create,"he sees them as not only creating small communities , but also as actually beginning to reverse the population flows from the countryside to the towns .",6,0
,,escape,there are realities that i can not escape .,7,0
,,receive,"without angela morgan , at least two major clients were in danger of not receiving the assiduous service they were paying for , and it would be well worth trying to see if one of them , whom he knew to be a fellow refugee from family life at the weekends , could be found .",14,0
,,publish,"a number of stories using such imagery were published by both the quality and the popular press during this period , but similar arguments are to be found in parliamentary debates ( hansard , vol. 84 , 21 october 1985 , cols. 30-.46 , 388 ) , and even in official reports produced by the police on the riots in birmingham and london .",8,0
,,add,yeah but a a lot of quotes gon na be added to them after are n't there ?,10,0
,,give,only just sort of see them occasionally to give the inside stories to .,8,0
,,lead,kingfisher 's ì´ï¿½461million bid for dixon 's lead to a resurgence of speculative activity yesterday .,7,0
,,take,"there were five miles of return tramping to face , but they , too , could take awhile .",16,0
,,initiate,"his lordship reached that decision without enthusiasm because it seemed that as a matter of common sense , notice should be given in such circumstances before criminal proceedings were initiated .",29,0
,,guarantee,a modus vivendi would also guarantee success .,5,0
,,keep,those who kept their word were hunted down .,2,0
,,give,mueller wo n't giving a damn about the effect of a corporate plan on europe and on individual countries .,3,0
,,place,"while elle , vogue and subsequently the independent ( fig. 5 ) , stressed different facets of kahlo 's public persona , they all placed the emphasis on her , as an encapsulisation of stereotypical images of mexico , rather than her work .",24,0
,,build,"this was by no means an accident , since throughout the 1970s a powerful body of media , political , and academic opinion had been built around the theme of how britain was drifting into a violent society , and how the basis of consent was being shifted by the pressures of immigration and the growth of multi-racial inner city areas .",25,0
,,translate,"men and women do not usually translate their baser feelings and intentions into words , not even in the deep recesses of their own minds .",6,0
,,elapse,well over half an hour had elapsed .,6,0
,,defend,"i will defend my practice and my reputation and everything that i have and can look forward to , if not my liberty .",2,0
,,hold,a government would provide the roof which would hold these walls together .,8,0
,,be,"the second time round they dealt with r. and b. lettings in london nw10 , who they instructed just to be a tenant .",20,0
,,require,these factors are worthy of emphasis because in practice they are still dealt with very badly in many organisations and yet it requires little trouble or expertise to make an enormous difference .,22,0
,,unite,"two strong groups united behind long and chamberlain , about equal in numbers , but there were few backers for carson or law .",3,0
,,see,"we accept that we could see the money we 've paid to go to auction , but that 's a risk we 're prepared to take , says julie widlake .",5,0
,,require,the voice at the other end was plainly over-excited and it required him a minute to disentangle what he was being told .,11,0
,,diff,"it would maximise civilian tactics of resistance and diff the natural potential for violence , containing and eventually eliminating the marginal but intrusive phenomenon of collaborator activation by israeli security authorities and collaborator execution by local palestinians .",8,0
,,contribute,"this expanded network of popular committees and institutions making up the unified leadership is infused by tens of thousands of activists who contribute to , or identify with , the different factions of the plo .",22,0
,,often,"they were , however , an all-white group , often without directly involving parents and were generally committed to specialist care in the community .",9,0
,,leave,by the time we had drunk our third bottle of wine ellen and i had long left new zealand and were already sailing north towards new caledonia .,16,0
,,meet,"sir : despite a significant gap in the labour party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be met ( 28 september ) .",29,0
,,leave,it also makes for regular changes as staff leave and are replaced .,8,0
,,and,and they say it was a it 's hereditary .,0,0
,,go,"it goes under the hammer at 2.15pm on the 20th , at the barnstaple motel .",1,0
,,able,"in both features she is also able to embody a wider set of assumptions about mexico itself ; exotic , passionate , yet constantly struggling against pain and deceit .",6,0
,,do,you 'd better go to st stephen 's for tests : they 're properly equipped to do this sort of thing .,16,0
,,attribute,"despite the contemporary tone of much of action for cities , the programme 's heritage can be attributed to the early 1960s studies which provided the basis for the 1965 milnerï¿½ï¿½ï¿½ï¿½ï¿½ï¿½holland report on housing and the 1967 plowden report on education , as a result of which general improvement areas and education priority areas were established .",17,0
,,write,their books are usually written nostalgically in the past the thirties and forties are favourite periods and often feature the perennial characters of fairy tales and nursery rhymes .,4,0
,,identify,"we do not wish to identify you , or your state .",5,0
,,flood,the boy looked at her and uncontrollable tears suddenly flooded his eyes .,9,0
,,give,"the final task he gave himself for his presidency , which was due to end next year , was to weed out of the regatta calendar all the rowing courses which could be made unfair by the wind .",4,0
,,Get,"Get that fucking urbane look off your face and face reality , adam .",0,0
,,combine,"my dress hangs there ( 1939 ) ( fig. 10 ) is one of the artist s most formally adventurous works , combining photographic collage with paint to produce a critique of north american culture .",22,0
,,resemble,none of these requires anything even resembling a thirst .,6,0
,,have,"mr freeman said an appeal was most unlikely , because we are not going to have any more evidence .",15,0
,,wrap,the undemonstrative miranda wraps her arms around the instructor .,3,0
,,cow,what do you mean milk cows out there ?,5,0
,,there,been there .,1,0
,,say,"went and got the lemonade so i was tipping it in , so terry says , he goes i 'll have it all !",14,0
,,rely,it is not worth discussing any of these complications because one is rarely relied upon to work out lines of current in a conductor .,13,0
,,get,"in an ideal world , there would be no need for either , but for now i would rather see the frustration expressed in these light-hearted terms than in the sort of man-hating bitterness that has gotten feminism such a bad name .",36,0
,,allow,"the government will also allow more family doctors to hold budgets to buy services for patients , and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding .",4,0
,,ness,"he knew about the light ness in darkness , and had come , for reasons completely different from alexander 's desire for exactness , specificity , to mistrust figurative language .",5,0
,,reflect,from the optical properties of this mineral we know that the lens was able to reflect light coming from a direction more or less at right-angles to the lens surface .,15,0
,,build,"the scourge of criminal violence was , whitelaw argued , a danger to the whole framework of consent and legality on which the political institutions of british society were built .",29,0
,,invite,the liberal unionists were invited to the carlton club and a longstanding source of tension was eradicated .,4,0
,,apply,"by allowing an intent to cause grievous bodily harm to suffice for a murder conviction , the law is applying a general principle , turning the most serious of its offences into a constructive crime .",19,0
,,take,the dear report on handsworth takes this image and links it to the social condition of young blacks :,5,0
,,leave,you left him alone !,1,0
,,look,"the government will also encourage more family doctors to hold budgets to buy services for patients , and is looked at ways to enable smaller practices to team up to secure the advantages of fund holding .",19,0
,,use,however the map does require more intellectual effort than does the routine not only in making decisions about how to use but also in filtering out the required information from the massive irrelevance ( for a particular task ) which is equally available .,20,0
,,rise,"sorge saw the exec director look up , his eyebrows rose suddenly .",10,0
,,break,"the doctors point out in the british medical journal that , though crack dependency is not a direct risk factor for aids , prostitutes trying to break expensive crack habits may be tempted into unsafe sex practices which in turn may lead to an increase in the spread of aids .",26,0
,,put,"thus stated , there is no reference to the defendant 's intention or awareness of the risks : the fact that d has chosen to commit rape , robbery , or another serious offence , and has caused death thereby , is held to constitute sufficient moral grounds for putting the killing in the highest category .",49,0
,,draw,"without any hurry , in spite of the impatience which had drawn him here , he caressed the length of her neck and the slope of her shoulders .",11,0
,,get,and she said he has to go get to exeter two or three times a week now .,7,0
,,trade,"i would n't trade you , i give you a visit one day .",3,0
,,come,spring came late to this windbitten and rain-soaked valley .,1,0
,,expand,during his term as president of fisa he gradually expanded his role in eduard keller ltd and used the company offices to provide a world headquarters for rowing .,9,0
,,fight,"in both features she is also seen to embody a wider set of assumptions about mexico itself ; exotic , passionate , yet constantly fighting against pain and deceit .",24,0
,,get,"are you going to get to sleep , eh ?",4,0
,,fusion,these influences laid the foundations for the fusion of the naive and the sophisticated which is the hallmark of thomson 's maturity .,7,0
,,witness,"elinor sometimes thought of all the love and the hatred , the treachery and the killing that this hall had undoubtedly witnessed , when strong men fought hand-to-hand to the death , to protect their women and children .",21,0
,,receive,the answer sometimes received is that murderers should be treated differently because they are particularly dangerous : anyone who chooses to kill once can choose to kill again .,3,0
,,require,"however , many cars built within the last few years have hardened valve seats , or alloy cylinder heads that require little ( simply a retune ) or no modification to use unleaded petrol .",20,0
,,intend,"thus , even if it would be excessive to sweep large numbers of the deaths now recorded as accidents into the law of homicide , there may be sufficient justification for creating or enforcing offences intended to ensure safe conditions of work , safe goods , safe buildings , and so on .",35,0
,,identify,"lord scarman 's report on the 1981 disorders identified the importance of unemployment , urban deprivation , racial disadvantage , relations between young blacks and the police , the decline of civic consent , and political exclusion as the key issues .",8,0
,,give,"if i do n't gives a damn about em , i ai n't anxious , and if i ai n't anxious , then i come easy .",4,0
,,currently,ask any agency you are currently using if they are a member of one of the above professional associations .,5,0
,,car,he became robert of jerusalem to his contemporaries ; his deeds were recorded in the song of antioch ; his pious bravery totally expunged the memory of robert the frisian 's usurpation ; and after his death his son baldwin vii car on his father 's achievement to justify his substantial use of coercion against the enemies of the church .,41,0
,,point,"there was then an open toughness about party tactics ; before the buckingham palace conference in 1914 he had central office point out the electoral effects of excluding nine , six or four counties of ulster from an independent ireland the concern of a calculating pragmatist not of a bigot .",21,0
,,influence,"another was the transformation of many such bodies , already heavily subsidized from public funds , into de facto agencies of the state , which financed them and indirectly influenced their policy .",29,0
,,know,"well known much talked-about guitar rockers , generally regarded as destined for the bigger stadia of life , unless they self-destruct en route .",1,0
,,place,"the passages it cancelled had , in any case , as in certain programmes , not been lost but placed on some limbo disc from whence they must now be retrieved .",19,0
,,have,"clare still had one night a week off with stephanie and reported subsequent events to gilda , who now managed the shoe shop : occasionally she visited clare for an evening meal .",2,0
,,ban,"for daring to come at all , she was banned from the kirov team .",9,0
,,find,"indeed , while with one hand trying to hold down expenditure by local authorities , the government finds itself by the late 1980s involved with the other hand in massive ear-marked spending on inner urban areas .",17,0
,,place,"another rule of thumb is that if the act is obliged to place their microphone stand and amplifiers on beer crates instead of the stage , it will be a good evening .",12,0
,,see,"mrs bottomley is convinced the tory victory provides the opportunity to entrench the reforms and to give doctors , nurses and managers the confidence to see them work .",25,0
,,give,it is the doctor that gives the remedy .,5,0
,,add,well i shall add to that .,3,0
,,grow,"he successfully defended rowing as an olympic sport and in 1976 introduced women 's events , which have now grown to six classes .",19,0
,,go,"b agehot 's phrase comes in a passage in which he appears to propound the dispiriting theory that a politician , if he wants to go anywhere , must appeal to the average man .",25,0
,,situation,up to now we have not enquired into the question of how the current situation .,14,0
,,scal,travel : copse and robbers christopher somerville sees how woodland has scal the ancient cattle thieves of the cheviot hills,11,0
,,go,"from what i remember , they moved most of the rocket manufacture down there so that our bombers could n't go to them .",20,0
,,speak,it speaks to the impact that the findings of global environmental research are likely to have on most sectors of the uk economy .,1,0
,,have,"there were daunting moments in last night 's first tuesday ( yorkshire ) , but few of them had that hint of a jackboot under the blue serge .",18,0
,,it,"does n't it with the dark ceiling , that soaks it up does n't it ?",2,0
,,cause,"from out of nowhere , ruth remembered dick parker : but not , this time , the pleasure of her union with him , only the pain it had caused her on the christmas eve following .",29,0
,,regard,"the same applies to the general deterrent argument : its effectiveness depends on whether the penalty for murder affects the calculations of potential killers at all , and , if it does , whether life imprisonment is regarded as significantly more or less severe than the alternative of a long , fixed-term sentence .",37,0
,,come,did the organization come to america ?,3,0
,,declare,"carson thereupon fell out of the contest or rather declared that he was not standing , for no official nominations had been made .",9,0
,,online,"now , 15 per cent of the village regularly uses telecottage and at least 20 per cent has online courses there .",18,0
,,point,"just up the road , at langport in somerset , was the birthplace of walter bagehot ( 1826ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1877 ) , although as he pointed his microphone at liberal democrat hecklers john major had other things on his mind .",23,0
,,claim,"alternatively there are several chemical additives on the market which claim to provide a substitute for lead , although the case for these products has yet to be proved .",10,0
,,split,split into fours .,0,0
,,tail,"was it even now tail them , moving soundlessly from cover to cover , like a tiger in the steel jungle ?",4,0
,,year,thirty five a year back or the repossession type thing i suppose .,3,0
,,listen,"b agehot 's phrase comes in a passage in which he appears to propound the dispiriting theory that a politician , if he wants to get anywhere , must listen to the average man .",29,0
,,give,the first stunning silence gives way to the creaking of the ship and a far-off booming of the sea against the hull .,4,0
,,lead,"in his characteristic phrase , "" i am their leader , i must lead them "" but he determined to follow them from the front .",13,0
,,cover,"worried , delaney followed , covering her face , fearing the tell-tale signs of toxicity .",5,0
,,carry,"to cater for all susceptibilities , the party became the "" national unionist association of conservative and unionist associations "" a decision that allowed some local parties to carry on calling themselves conservative , but the name "" liberal "" was at last dropped .",28,0
,,",","to each side of the hearth was a high-backed wicker armchair in an intricate closely woven design , with patchwork cushions .",17,0
,,to,"i have always looked upon you as theo daniel said he could not see the pain frederica said was in the olives , and alexander , still lecturing , said that vincent had objected to paintings of symbolic christs in gethsemane by bernard and his compï¿½ï¿½ï¿½ï¿½res , had torn up his own , had to do with the olives themselves .",54,0
,,refuse,"it may be clipped classical , random cottage , modern high-tech , or some intensely personal vision of byzantium , that no one has ever imagined before , but which exists in your head and refuses to get out .",35,0
,,define,"it is always laborious to find the components of a vector , so we are not much better off with a than with h or b. it turns out however that a is a more basic quantity of physics than b. since b is defined by the curl of a it is possible that a is finite while its curl is zero .",44,0
,,require,the two companies concerned are required to record the spoken word .,5,0
,,of,it is the mythology of the women wearers of the costume which directed kahlo 's choice .,4,0
,,later,"it 's raining in time for us to go to school , later on",12,0
,,capt,"capt it into a trap , somehow .",0,0
,,realize,"roberts 's ankle appeared broken , but the chelsea players were not interested in retribution and the club , as soon as they realized the injury was less serious , put a message on the electronic scoreboard : an example of public relations from which others could learn .",23,0
,,deal,do n't they realise they 're dealing with political dynamite ?,6,0
,,be,well that 'll be .,3,0
,,have,perhaps a labour government would have had even more : it would certainly have spent it in different ways .,6,0
,,sense,"he was aware of a slight sense of sickness and of cold , an absence of hunger , though he had been feeling quite hungry when he got off the plane .",6,0
,,own,it changed hands recently and is now owned by stephen and janet errington .,7,0
,,hang,"we hung out for a little while but i mean , playing loud but i mean upstairs is fine .",1,0
,,be,"first came four saints in three acts , produced in 1934 , and then the mother of us all ( 1947 ) , which was a new kind of plotless opera only now reaching a wider currency through the stage works of philip glass .",24,0
,,move,"the importance of the riots in moving the law and order issue , and specifically policing , on to the main political agenda was emphasized by the liberal leader , david steel , who argued that urgent action to prevent a drift into lawlessness was necessary from both a moral and a political perspective ( hansard , vol. 13 , 26 november 1981 : cols. 1009ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½11 ) .",6,0
,,play,"he 's got to go and play with the children , take them to and from work , then run a business .",6,0
,,accompany,the supposedly jokey answers are accompanied by photographs of people sleeping outside covered by copies of the independent : they look like some of the hundreds of visitors who come to st botolph 's crypt centre for homeless people every day .,5,0
,,take,"i think a lot of people died in the making of those weapons , before they ever got launched and took up half of london .",20,0
,,have,"for this purpose , the designer is too familiar with the product and he rarely has the trouble to find out what the user really needs to know .",15,0
,,chair,seems they want you to chair the european commission on european industrial development .,5,0
,,in,"while our boys were still getting killed , in the ddi .",8,0
,,change,"it is also a warning to all hack tories who think that it is a telling blow against kinnock to keep on pointing out that he has changed his opinions about unilateral nuclear disarmament , british membership of the ec , or anything else .",27,0
,,'s,"and i 'd also like you to sign this document , adam 's , which absolves me and stg from any further responsibility once paul littlejohn has been substituted .",12,0
,,be,"the government white paper crime , justice and protecting the public is a radical change for probation practice .",11,0
,,spotlight,"an earlier film by raphael , the persuaders ( 1986 ) , spotlight the transformation of ricki into rytasha , which occurred at the hare krishna temple in london , and her uneasy relationship with her guru there .",12,0
,,rise,"gainsborough 's house to say nothing of huge grey sweeps of empty beach from which , at aldeburgh , you can buy goggle-eyed skate direct from the fishing boats as they rise out of the water .",31,0
,,mes,"to meet these objectives the aec has a structured programme involving group and individual contact , that is , six group sessions mes between one-to-one interviews held immediately before and after the group .",22,0
,,offer,"if she took her poor child back to his father and offered her husband a second chance , she would n't need money .",11,0
,,cl,"wine is not cl , but no less in demand for that .",3,0
,,be,the difficulty is that perry does everything that is better than tristram .,8,0
,,keep,his lack of humbug about political balance has always kept him more honest than all the employees of bbc current affairs awaiting with glee the kinnock years .,9,0
,,for,"from the party viewpoint law 's methods were successful but dangerous ; expectations for when the party was in full cry were not easily set aside for an eventual compromise , and the only outcome that would fully vindicate the methods was the recovery of power .",13,0
,,pick,"a niece of mine living in tells me that it 's picked up slightly , the property market .",11,0
,,increase,"the encouragement of private investment and the liberation of the market ; the containment of the forces of social discontent ; the control of the powers of the local authorities ; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of tory support , accentuating inequalities and injustice and ( hopefully though not necessarily ) increasing the potential for conflict among the urban poor .",63,0
,,undergo,"ann maguire had borne a second joanne , in new zealand , from where she had returned , unable to undergo cultural transplantation .",20,0
,,do,"if clem can do it , that is .",3,0
,,drop,"over spain , an american b-52 bomber dropping an h-bomb had collided in mid-air with another aircraft .",7,0
,,gl,"the yellow chair , besides being brushstrokes and pigment , besides being a yellow chair , was one of twelve bought for a company of artists who were to inhabit the yellow house , the white walls of which should blaze with sunflowers as the windows of gothic cathedrals gl with coloured light .",49,0
,,broadcast,"paradise , broadcast on cbs last season and shown on bbc1 this summer , was the first new western serial for a decade .",2,0
,,be,"he was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost until , his passion was in harmony with hers , the climax came like the bursting of a thousand stars , like the beginning and ending of the world .",24,0
,,pass,"when a charlton chief sat down to dinner in times passed by and found a spur on the table where his meal should have been , he knew the cupboard was bare once more .",10,0
,,fall,it 's my life which is about to fall down the plughole .,8,0
,,grammar,"there the similarity ends , since judging from his writings bagehot was a grammar snob , whereas judging from his heckles the heckler was not .",13,0
,,look,"so and she was , she was looking away like sort of oh alright !",7,0
,,topple,the only way to topple the government was for labour to win the next general election .,4,0
,,doubt,"he always felt that effective musical criticism began by being well written , and he never doubted his liveliness .",16,0
,,supplement,"the sport is now obliged to find income from the more normal sources of television and sponsorship , to supplement his largely unacknowledged private patronage .",19,0
,,meet,for children 's needs to be met with parents and their wishes acknowledged and recognised .,6,0
,,require,"by requiring an intent to cause grievous bodily harm to suffice for a murder conviction , the law is violating a general principle , turning the most serious of its offences into a constructive crime .",1,0
,,avoid,"their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts ; opponents argue that the principle of maximum certainty is needed here specifically to avoid the risk of verdicts based on discriminatory or irrelevant factors , such as distaste for the defendant 's background , allegiance , or other activities .",46,0
,,respect,"some of the refugees originally refused to touch east german territory again , but were reassured when two of the west german diplomats said they would accompany the train , to ensure that the rules were respected .",36,0
,,provide,"the structure of the developing national authority has been both diffuse enough to prevent it from being destroyed by any one single sweep of arrests ( there have been more than 50,000 arrests since the intifada 's outbreak ) , and coherent enough to provide for the existence of a unified resistance strategy .",44,0
,,for,"but in the twelfth century , the house of alsace could afford the high costs of their expeditions thierry went to jerusalem four times , philip twice and the counts ' repeated absences in fact for administrative reform ; the baillis and the grote bref were as much the products of crusading as the english and norman judicial system and exchequers were the product of the king-duke 's divided attentions .",35,0
,,pass,"as the week passed by , major rejected common opinion about two other large subjects : proportional representation and scottish devolution .",3,0
,,fail,"of course , i know perfectly well why the department of the environment failed to list it .",13,0
,,see,"having lent hale money to pay her rent she had been angered to see her spending enormous sums on an haute-couture dress , and refused to turn up to what , in retrospect , became hale 's farewell party .",13,0
,,stand,"you are letting this disappointment and that 's all it is , you 're still a very well-off young woman stand in the way of everything .",20,0
,,criticise,lloyd 's chairman david coleridge criticised the judgment .,5,0
,,need,no it still needs you very careful .,3,0
,,lose,cos we would n't have wanted grandma to lose her train would we ?,8,0
,,emphasize,"this appropriateness of kahlo 's aesthetic to contemporary debate has tended to remove her work from its historical context , to emphasize the collective and the cross-cultural .",21,0
,,consider,so long as there was no hunt for a missing girl they had considered themselves reasonably safe .,13,0
,,put,"these are , of course , commercially important questions and a good deal of money is put into the collection of such data by insurance companies .",16,0
,,have,"but presumably your mum can do that for , they 've had hundreds of people there , he 's always driving people everywhere",11,0
,,give,and i 've decided to give up riding again .,5,0
,,put,we shall take a piece of cylindrical material of length l and cross-section s and put a voltage between the ends .,15,0
,,of,"they say there were blank sheets of dali 's signature alongside 20,000 fake miros and 650 fake chagalls .",6,0
,,mean,what what actually does the price mean ?,6,0
,,consume,"as for me , i tell you as a friend , i feel impotent when confronted with such nature , for my northern brains were consumed by a nightmare in those peaceful spots as i felt one ought to do better things with the foliage .",25,0
,,and,"on the other hand the young riders came 51st in the ratings in its first week , and far , far behind all the modern myths about modern times such as the cosby show , roseanne , golden girls , cheers and matlock .",17,0
,,reflect,"labour law will always reflect the balance of power in society , and a fully fledged labour court system will not reflect class and fundamental employer-employee differences .",21,0
,,",","when carl , his er , to m g s.",2,0
,,those,"but the best answers are probably those where the functional design of the fossil points to the same life habits as a living analogue , and where both are consistent with the geological circumstances in which the fossil remains occur .",6,0
,,connect,the footpath that connects with the burn is not one of those carefully waymarked and leafleted by the forestry commission .,3,0
,,give,some excuse would be given for not telling him .,4,0
,,look,i think i 'm looking forward to a normal day honey,4,0
,,available,"if resources are available at one set of locations and the demands are at another and the costs of transportation are known , how do we allocate the resources most efficiently ?",3,0
,,narrow,"only then will two vitally important and complementary goals be achieved : to improve britain 's general educational and vocational competence , and hence our productive capacity ; and to narrow our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest .",30,0
,,surrender,"they had weathered bridgend 's early fury , surrender a try before coming back with some confidence to score three of their own .",8,0
,,present,"with an auction , you 've got to be certain that at least two buyers are there who can present themselves , and the difficulty is that buyers who can proceed are few and far between , said david phillip , a director of yorkshire estate agents dacre son and hartley .",19,0
,,capture,"second , it would capture the image and essence of the intifada as a constructive , not a destructive , force .",4,0
,,take,"further afield , we need to recognize that some disasters ( most obviously chernobyl ) will have implications for more than one country so that environmental monitoring should taking place with some kind of international co-ordination .",28,0
,,see,the human resource concept of man-power as the central profitì´_generating asset of any organisation has seen some progress over the past twenty years .,15,0
,,afford,"was it the faint smell of herbs and newly baked dough , the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall , the rhythmic moaning of the sea through the half-open door , the sense of well-fed ease afforded by the two cushioned armchairs , the open hearth ?",51,0
,,land,container group tiphook yesterday said it was still confident of landing its joint ì´ï¿½643million bid for sea containers even though the battle has swung towards james sherwood 's ferries-to-trailers combine .,10,0
,,hurt,"but it really hurt her this year , we felt quite disgruntled",3,0
,,stand,"it is , in fact , the now redundant oil-fired electric power station that stands on bankside next to the site of sam wanamaker 's new globe theatre .",14,0
,,have,"in the churchyard in his last parish a family in the english 1870s had tried to name a son walter cornelius brittain and had had three , aged five , aged two , aged one month , interspersed by variegated dead daughters , a jennet , a marian , an eva .",24,0
,,belong,the essays in this book do not belong to a programme : but they are intended to provide a springboard for one .,7,0
,,Disc,Disc .,0,0
,,stand,"after two months ' silence , i was informed that ministers stand by their decision .",11,0
,,get,i knew you wanted to see how far you could get .,10,0
,,apply,while there is some research activity in applying statistical models to gis there would seem to be scope for further applications of operations research techniques to gis problems .,7,0
,,hold,"no general election was held by the organization set up after 1911 , but there is little doubt that there was a massive improvement ; criticisms that were commonplace in 1910 were not to be heard by 1913 .",4,0
,,bother,it does n't bother me .,3,0
,,ally,"with open allies like the primrose league , the case for collaboration was strong ; for the first time in thirty years of existence the primrose league formally allied itself with the party in 1914 .",28,0
,,seem,"sir : i was interested by your juxtaposition of poll predicts 42-seat majority for labour with tories hold on ( 30 september ) , the latter referring , of course , to the conservative victory in wandsworth , the significance of which seems to have been almost totally ignored by the media .",42,0
,,be,"actually a very big girl as these things are , nine pounds .",8,0
,,still,the indian mexico raped and abused by the conquistador yet still his bastard child .,10,0
,,bind,"well they 're bound five or six hundred , they 're bound",3,0
,,put,the police force face the virtually impossible task of putting the lid on the explosive mixture of ingredients that the dynamics of british society have assembled in the inner city .,9,0
,,take,"although collective property auctions takes place regularly in london ( often primarily for investors rather than house-hunters ) , in country areas the more typical auction will be just for one house , and as likely as not will take place in a nearby pub or village hall .",4,0
